Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Материал,Год
агент,3,"Бишкек, 12 м-н, 12 мкр-н",элитка,62.0,1.0,евроремонт,,,,,,0.0,полностью меблирована,ламинат,3.0,,раздельный,бронированная,паркинг,86000,42.8113,74.6371,Бишкек,3,10,1,1,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2020
агент,2,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,85.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,81000,42.8223,74.6161,Бишкек,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
агент,2,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,55.0,,под самоотделку (псо),,,,,,,,,3.0,,,,,67400,42.8191,74.5857,Бишкек,9,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,монолитный,2021
агент,1,"Бишкек, 5 м-н, 5-й микрорайон, 49",104 серия,32.0,,,,1.0,,,,,,,2.5,,,,,49000,42.8325,74.6241,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1975
агент,3,"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",элитка,92.0,1.0,евроремонт,,,,,,,,,3.2,,,,,163000,42.8177,74.6247,Бишкек,8,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,
агент,1,"Бишкек, Кызыл-Аскер ж/м",индивид. планировка,37.0,1.0,евроремонт,,,,,,,частично меблирована,паркет,,,,бронированная,паркинг,40000,42.8728,74.539,Бишкек,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,кирпичный,2015
агент,3,"Бишкек, Магистраль, пр-т Ч. Айтматова/А. Масалиева",элитка,112.1,1.0,под самоотделку (псо),,,,,,,,,3.2,,,,,134408,42.82,74.5854,Бишкек,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
агент,2,"Бишкек, Кулатова- Матросова",элитка,58.0,1.0,евроремонт,,,,,,,,,,,,,,52000,42.8629,74.6194,Бишкек,14,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,кирпичный,
агент,2,"Бишкек, Магистраль, пр. Ч. Айтматова",элитка,79.0,,под самоотделку (псо),,,,,,,,,3.3,,,,,101500,42.8236,74.5858,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022
агент,3,"Бишкек, Джал 15 м-н",элитка,104.0,1.0,евроремонт,,,,,,,,,,,,,,115000,42.8446,74.5657,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева (Напротив Джал-Артиса)",элитка,50.0,1.0,евроремонт,,,,,,,,,3.0,,,,,63000,42.8434,74.5658,Бишкек,3,11,0,1,1,0,0,0,0,0,0,0,1,0,1,0,монолитный,2016
агент,2,"Бишкек, Старый аэропорт",106 серия,72.0,1.0,хорошее,,,,,,,,,,,,,,81000,42.8393,74.5792,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,3,"Бишкек, Кок-Жар ж/м, Шабдан Баатыра/Шоокум",элитка,89.0,1.0,евроремонт,,,,,,,,,3.0,,,,,107000,42.85,74.6347,Бишкек,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,монолитный,
агент,3,"Бишкек, Джальская больница, Айни, 91",индивид. планировка,101.97,,,,0.0,,,,,,,3.2,,,,,85000,42.8484,74.5706,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022
агент,2,"Бишкек, Городок энергетиков, Салиева/Ауэзова",элитка,42.0,1.0,евроремонт,,,,,,,,,3.0,,,,,63000,42.879,74.6914,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",элитка,139.0,1.0,под самоотделку (псо),,,,,,,,,3.3,,,,,175140,42.8224,74.611,Бишкек,12,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,монолитный,
агент,3,"Бишкек, Ак Кеме, пр. Ч.Айтматова 97/3 пер. Южная магистраль",элитка,96.0,1.0,евроремонт,,,,проводной,1.0,1.0,полностью меблирована,ламинат,,,раздельный,бронированная,,136000,42.8312,74.5835,Бишкек,6,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0,монолитный,2023
агент,2,"Бишкек, Магистраль, Магистраль/Сухэ Батора",элитка,67.0,1.0,евроремонт,,,,,,,,,3.0,,,,,70000,42.8228,74.6152,Бишкек,12,16,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,3,"Бишкек, Горького - Панфилова, Абая, 40",индивид. планировка,120.0,,,,1.0,,,,,,,2.5,,,,,200000,42.8556,74.6032,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2019
агент,1,"Бишкек, 5 м-н",105 серия,37.0,1.0,хорошее,,,,,,,,,,,,,,50000,42.8334,74.6257,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,3,"Бишкек, Военторг, Токтогула/Тоголок Молдо",элитка,107.0,1.0,евроремонт,,,обмен не предлагать,,,,,,3.0,,,,,210000,42.8717,74.5932,Бишкек,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
собственник,3,"Бишкек, БГУ",индивид. планировка,74.0,1.0,хорошее,,,,,,,,,,,,,,80000,42.851,74.5893,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,3,"Бишкек, Парк Панфилова/Спартак, Жибек-Жолу/Логвиненко",элитка,84.0,1.0,хорошее,,,,,,,,,3.0,,,,,97000,42.8832,74.5985,Бишкек,6,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2015
агент,3,"Бишкек, Бишкек-Парк, ул. Токтогула / ул. Исанова",элитка,115.0,1.0,евроремонт,,,,,,,,,3.0,,,,,148000,42.873,74.5901,Бишкек,6,16,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,3,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",индивид. планировка,185.0,,,,0.0,,,,,,,3.6,,,,,200000,42.8197,74.6151,Бишкек,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
собственник,3,"Бишкек, Юг-2 м-н",105 серия,84.0,1.0,хорошее,,,,,,,,,,,,,,81000,42.8579,74.609,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,2,"Бишкек, Нижний Токольдош, Кийизбаева 33",элитка,75.0,1.0,евроремонт,,,,,,,,,3.1,,,,,86600,42.8705,74.6294,Бишкек,10,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,3,"Бишкек, Военторг, Сагынбая манасчы, 168",индивид. планировка,102.5,,,,1.0,,,,,,,2.5,,,,,101000,42.8715,74.5945,Бишкек,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2019
агент,2,"Бишкек, Военторг, Сагынбая манасчы, 168",индивид. планировка,90.0,,,,1.0,,,,,,,2.5,,,,,95000,42.8715,74.5945,Бишкек,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
агент,2,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,53.0,1.0,евроремонт,,,,,,,,,3.0,,,,,61800,42.8192,74.6031,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
агент,2,"Бишкек, Филармония, Исанова 100",элитка,96.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,120000,42.8785,74.5914,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017
агент,3,"Бишкек, Магистраль, Токомбаева 27",элитка,90.0,1.0,евроремонт,,,,,,,,,3.0,,,,,150000,42.8221,74.6137,Бишкек,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,88.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,,,1.0,,,3.0,0.0,,бронированная,паркинг,87000,42.8451,74.5654,Бишкек,9,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,1,"Бишкек, Политех",106 серия,44.0,1.0,евроремонт,,,,,,,,,,,,,,53700,42.845,74.5876,Бишкек,8,9,0,0,0,0,0,0,0,0,1,0,1,1,1,0,панельный,
агент,3,"Бишкек, Карла Маркса, Медерова, 8",индивид. планировка,88.0,,,,1.0,,,,,,,2.8,,,,,132000,42.8513,74.625,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2015
агент,3,"Бишкек, Средний Джал м-н, Джал-23 мкр, 25",106 серия,68.0,,,,1.0,,,,,,,2.8,,,,,75000,42.8386,74.5647,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1990
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,80.0,1.0,евроремонт,,,,,,,,,3.0,,,,,185000,42.8171,74.6059,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,1,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",элитка,40.0,1.0,евроремонт,,,,,,,,,,,,,,48200,42.8566,74.6386,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",элитка,48.0,1.0,евроремонт,,,,,,,,,3.0,,,,,49500,42.8588,74.6584,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Военторг, Сыдыкова, 139",индивид. планировка,127.0,,,,0.0,,,,,,,3.3,,,,,260000,42.8739,74.5933,Бишкек,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019
агент,4,"Бишкек, Дворец спорта, Насирдина Исанова, 102",индивид. планировка,183.6,,,,1.0,,,,,,,3.0,,,,,173000,42.8784,74.592,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2019
агент,2,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",элитка,65.0,1.0,евроремонт,,,,,,,,,3.0,,,,,64000,42.8588,74.6584,Бишкек,8,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
собственник,1,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",элитка,40.0,1.0,евроремонт,,,,проводной,1.0,0.0,частично меблирована,ламинат,2.8,0.0,совмещенный,бронированная,паркинг,47000,42.8813,74.5612,Бишкек,4,9,1,1,1,0,1,0,0,0,1,0,0,1,1,0,монолитный,2022
агент,4,"Бишкек, Сквер Тоголок Молдо, Чуйкова 132а",элитка,148.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,185500,42.866,74.5934,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,4,"Бишкек, Магистраль, Бакаева, 140",индивид. планировка,110.0,,,,1.0,,,,,,,3.25,,,,,165000,42.8273,74.5767,Бишкек,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019
агент,2,"Бишкек, Кулатова- Матросова, Матросова, 1а ст2/Льва Толстого",элитка,58.0,1.0,евроремонт,,,,,,,,,3.0,,,,,52000,42.8628,74.6199,Бишкек,14,15,0,0,0,0,0,0,0,0,1,0,1,1,0,0,монолитный,
собственник,2,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",индивид. планировка,55.0,1.0,под самоотделку (псо),,,,,,,пустая,,3.0,0.0,,бронированная,паркинг,62000,42.8184,74.6144,Бишкек,10,14,1,1,1,0,1,1,1,0,0,0,0,0,0,0,кирпичный,2022
агент,3,"Бишкек, Молодая Гвардия, бул. Молодой Гвардии/Жумабека",элитка,107.0,1.0,евроремонт,,,,,,,,,3.0,,,,,126000,42.8834,74.5754,Бишкек,7,10,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,2,"Бишкек, Магистраль, Байтик Баатыра, 4Б",индивид. планировка,79.4,,,,1.0,,,,,,,3.0,,,,,74400,42.8191,74.6034,Бишкек,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,1,"Бишкек, Советская - Скрябина, Суванбердиева 110",элитка,43.0,1.0,евроремонт,,,,,,,,,3.0,,,,,60000,42.8503,74.6135,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, Магистраль, Магистраль/Сухэ Батора",элитка,98.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,88000,42.8228,74.6152,Бишкек,14,15,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,3,"Бишкек, Военторг, Сыдыкова 141",элитка,132.0,1.0,евроремонт,,,,,,,,,3.2,,,,,290000,42.874,74.5932,Бишкек,5,15,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,47.0,1.0,евроремонт,,,,,,,,,3.0,,,,,64000,42.8113,74.6227,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, АЮ Grand, Анкара, 28",индивид. планировка,90.5,,,,0.0,,,,,,,3.15,,,,,100000,42.8579,74.6745,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2018
агент,3,"Бишкек, Дордой Плаза, Ибраимова 115/Чуй",элитка,123.2,1.0,евроремонт,,,,,,,,,3.0,,,,,280000,42.8739,74.62,Бишкек,9,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,2,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,48.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,75400,42.8167,74.6245,Бишкек,8,18,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,3,"Бишкек, 6 м-н,  ул. Саякабай Каралаева 13/9",элитка,112.0,1.0,не достроено,,,,,,,,,,,,,,109000,42.8229,74.6328,Бишкек,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, 8 м-н",индивид. планировка,46.0,1.0,евроремонт,,,,,,,,,,,,,,61000,42.8364,74.6082,Бишкек,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Достук м-н",индивид. планировка,72.0,1.0,евроремонт,,,,,,,,,,,,,,60000,42.8871,74.5328,Бишкек,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,кирпичный,
агент,3,"Бишкек, Молодая Гвардия, Калыка Акиева 112/Фрунзе",элитка,114.0,1.0,евроремонт,,,,,,,,,3.0,,,,,135000,42.8815,74.5775,Бишкек,12,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,1,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,39.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,36900,42.8565,74.672,Бишкек,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,113.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,136400,42.8191,74.5857,Бишкек,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,3,"Бишкек, ЦУМ, Киевская/Тыныстанова",элитка,106.0,1.0,евроремонт,,,,,,,,,3.0,,,,,230000,42.8741,74.6098,Бишкек,9,19,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
собственник,3,"Бишкек, Московская - Уметалиева, Токтогула 208/Турузбекова",индивид. планировка,72.0,1.0,хорошее,,,,проводной,1.0,1.0,частично меблирована,линолеум,2.0,0.0,совмещенный,бронированная,,79000,42.8728,74.5842,Бишкек,4,4,1,1,0,1,0,0,0,0,1,0,1,0,1,0,кирпичный,1980
собственник,3,"Бишкек, Джальская больница, Грибоедова 16/Ахунбаева/Чапаева",элитка,100.0,1.0,евроремонт,,1.0,,проводной,1.0,1.0,частично меблирована,ламинат,3.0,0.0,раздельный,бронированная,паркинг,128000,42.842,74.575,Бишкек,9,12,1,1,0,1,1,0,0,0,1,0,1,0,1,0,монолитный,2016
агент,3,"Бишкек, КНУ, Насирдина Исанова, 118",индивид. планировка,75.0,,,,1.0,,,,,,,2.5,,,,,105000,42.8805,74.5919,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2013
агент,2,"Бишкек, Магистраль, Токомбаева/Куттубаева",элитка,50.57,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,82000,42.8177,74.6151,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,1,"Бишкек, Парк Ататюрк, Токтоналиева/Сухомлина",хрущевка,32.0,1.0,хорошее,,,,,,,,,,,,,,47500,42.8324,74.5964,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
собственник,3,"Бишкек, ЦУМ, Киевская/Тыныстанова",элитка,104.0,1.0,евроремонт,,1.0,с доплатой покупателя,adsl,,,полностью меблирована,ламинат,3.0,,2 с/у и более,бронированная,паркинг,210000,42.8741,74.6098,Бишкек,11,19,1,1,1,0,1,0,1,1,1,0,1,0,0,0,монолитный,2018
агент,3,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",элитка,116.0,1.0,под самоотделку (псо),,,,,,,,,3.3,,,,,190000,42.829,74.6218,Бишкек,11,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
собственник,4,"Бишкек, Магистраль, Токомбаева/Сухэ-Батора",элитка,165.0,1.0,евроремонт,,,,,,,,,3.3,,,,,360000,42.8228,74.6149,Бишкек,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020
агент,3,"Бишкек, 10 м-н",105 серия,62.0,1.0,среднее,,,,,,,,,,,,,,80000,42.8312,74.6038,Бишкек,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,
агент,3,"Бишкек, Ген прокуратура, Чынгыза Айтматова пр-т, 80",индивид. планировка,74.0,,,,0.0,,,,,,,2.8,,,,,115000,42.8406,74.5872,Бишкек,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2010
агент,1,"Бишкек, Средний Джал м-н, Тыналиева",элитка,49.0,1.0,евроремонт,,,,,,,частично меблирована,паркет,3.0,,,бронированная,паркинг,58000,42.838,74.5683,Бишкек,7,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,кирпичный,2017
собственник,2,"Бишкек, Горького - Панфилова, Каракульская 1",элитка,72.0,1.0,евроремонт,,,,,,,,,3.0,,,,,104000,42.8614,74.5917,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017
собственник,2,"Бишкек, 8 м-н",104 серия,43.0,1.0,хорошее,,,,,,,,,,,,,,62000,42.8313,74.6117,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,3,"Бишкек, Академия Наук, Уметалиева 98",элитка,135.0,1.0,евроремонт,,,,,,,,,3.0,,,,,254000,42.8788,74.581,Бишкек,6,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,монолитный,2016
агент,1,"Бишкек, 3 м-н, 3-й микрорайон, 7",104 серия,32.0,,,,1.0,,,,,,,2.8,,,,,41500,42.8389,74.6199,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,0
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",элитка,139.0,1.0,под самоотделку (псо),,,,,,,,,3.3,,,,,175140,42.8224,74.611,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,87.88,1.0,евроремонт,,,,,1.0,1.0,пустая,ламинат,3.0,,раздельный,бронированная,паркинг,120000,42.8451,74.5654,Бишкек,3,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,2,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,86.0,1.0,под самоотделку (псо),,,,,1.0,1.0,,,3.1,,раздельный,бронированная,паркинг,84000,42.8223,74.6161,Бишкек,8,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",элитка,104.0,1.0,под самоотделку (псо),,,,,,,,,3.3,,,,,142000,42.8189,74.6133,Бишкек,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,5,"Бишкек, Золотой квадрат, Токтогула 114, 116",элитка,185.0,1.0,евроремонт,,,,,,,,,3.0,,,,,274000,42.8721,74.6017,Бишкек,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2015
агент,2,"Бишкек, Баха, Коперника 61/курчатова",элитка,77.0,1.0,евроремонт,,,,проводной,1.0,0.0,частично меблирована,ковролин,3.1,1.0,раздельный,бронированная,паркинг,88000,42.8464,74.564,Бишкек,6,9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,2020
агент,2,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,64.0,1.0,евроремонт,,,,,,,,,,,,,,74000,42.8565,74.672,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, Московская - Уметалиева, Уметалиева 11/Боконбаева",индивид. планировка,55.0,,среднее,,,,,,1.0,,,,,,,,62000,42.8687,74.5809,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,1,"Бишкек, VEFA, Кулатова/Элебаева",элитка,35.0,1.0,под самоотделку (псо),,,,,1.0,1.0,,,3.0,,раздельный,бронированная,паркинг,43000,42.8592,74.6134,Бишкек,3,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
агент,1,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,35.0,1.0,евроремонт,,,,,,,,,,,,,,45000,42.8565,74.672,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Магистраль, Токомбаева, за парком ""Асанбай""",элитка,112.0,1.0,евроремонт,,,,,,,,,3.3,,,,,260000,42.8167,74.6148,Бишкек,4,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,2,"Бишкек, Военторг, Сыдыкова/Коенкозова",элитка,56.0,1.0,евроремонт,,,,,,,,,3.0,,,,,120000,42.8733,74.5936,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,3,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",индивид. планировка,104.0,,,,1.0,,,,,,,3.2,,,,,142000,42.8197,74.6151,Бишкек,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,3,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",индивид. планировка,78.36,,,,1.0,,,,,,,3.2,,,,,108000,42.8197,74.6151,Бишкек,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,2,"Бишкек, Московская - Уметалиева, Уметалиева 11/Боконбаева",индивид. планировка,55.0,1.0,среднее,,,,проводной,,1.0,,,,,совмещенный,,,66800,42.8687,74.5809,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,59.0,1.0,евроремонт,,,,,,,,,3.0,,,,,85000,42.8451,74.5654,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Парк Панфилова/Спартак, Панфилова/Фрунзе",элитка,106.0,1.0,евроремонт,,,,,,,,,3.0,,,,,120000,42.8811,74.601,Бишкек,12,13,0,1,1,0,0,0,0,0,0,0,1,0,1,0,монолитный,2015
агент,4,"Бишкек, Ак Кеме, Минжилкиева 117",элитка,129.0,1.0,под самоотделку (псо),,,,,,,,,3.2,,,,,206400,42.836,74.5828,Бишкек,9,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,3,"Бишкек, КНУ, Жибек Жолу/Шевченко",элитка,102.0,1.0,евроремонт,,,,,,,,,3.0,,,,,125000,42.8838,74.5836,Бишкек,9,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,4,"Бишкек, Советская - Скрябина, Байтик Баатыра, 17",индивид. планировка,221.3,,,,0.0,,,,,,,3.25,,,,,270000,42.8506,74.6101,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2015
агент,3,"Бишкек, VEFA, Кулатова, 14",индивид. планировка,98.0,,,,1.0,,,,,,,3.0,,,,,105000,42.8591,74.6134,Бишкек,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,72.0,1.0,евроремонт,,,,,,,,,3.0,,,,,102000,42.8113,74.6221,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,53.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,58800,42.8113,74.6221,Бишкек,9,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,2,"Бишкек, Ипподром, Садырбаева/Гагарина",элитка,86.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,77000,42.8541,74.5578,Бишкек,3,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,2,"Бишкек, Политех",хрущевка,48.0,1.0,евроремонт,,,,,,,,,,,,,,61000,42.845,74.5876,Бишкек,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,3,"Бишкек, БГУ, пр. Мира/Сухомлинова",элитка,107.0,1.0,под самоотделку (псо),,,,,,,,,3.1,,,,,135000,42.8467,74.5859,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,3,"Бишкек, Юбилейка",104 серия,58.0,1.0,хорошее,,,,,,,,,,,,,,77000,42.8603,74.611,Бишкек,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, Магистраль, пр. Ч. Айтматова",элитка,64.0,1.0,евроремонт,,,,,,,,,3.3,,,,,106000,42.8236,74.5858,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
собственник,1,"Бишкек, Политех",хрущевка,32.0,,хорошее,,,,,,,,,,,,,,44500,42.8443,74.5851,Бишкек,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
