Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Ценна сом,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Material,Year,"Стоимость, доллар США за 1 кв.м"
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,42.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,частично меблирована,ламинат,3.0,1,совмещенный,бронированная,паркинг,57500,5091050,42.8447,74.5649,Бишкек,6,14,1,1,1,1,1,1,1,1,0,0,0,0,0,0,монолитный,2023,1369.047619047619
агент,3,"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 97",индивид. планировка,130.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.5,0,нет,бронированная,нет,180000,15937200,42.8304,74.5829,Бишкек,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2014,1384.6153846153845
агент,2,"Бишкек, Старый аэропорт, Ажыбек Баатыра/Джунусалиева",элитка,78.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.1,0,нет,бронированная,нет,132000,11687280,42.8393,74.5813,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020,1692.3076923076924
агент,2,"с. Кок-Джар, Тулеева, 26",индивид. планировка,40.0,0,Unknown,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.7,0,нет,бронированная,нет,33000,2921820,42.8307,74.6459,Бишкек,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2018,825.0
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 202/Фатьянов",элитка,61.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,полностью меблирована,ламинат,3.0,1,раздельный,бронированная,рядом охраняемая стоянка,77000,6817580,42.8437,74.5649,Бишкек,3,11,1,1,1,1,1,1,1,1,1,0,1,0,0,0,монолитный,2017,1262.295081967213
агент,3,"Бишкек, VEFA, Горького/Фатьянова",элитка,92.5,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,130000,11510200,42.8562,74.6059,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1405.4054054054054
агент,2,"Бишкек, Пишпек ж/м, Адышева/Фруктовая",элитка,53.0,1,евроремонт,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,63500,5622290,42.8583,74.5396,Бишкек,8,10,1,1,1,0,1,0,0,0,1,0,1,0,1,0,монолитный,2021,1198.1132075471698
агент,4,"Бишкек, Молодая Гвардия, Чокморова 260/1/Молодая гвардия",индивид. планировка,110.0,1,евроремонт,0,0,обмен на авто,adsl,1,1,полностью меблирована,ламинат,3.0,1,раздельный,бронированная,рядом охраняемая стоянка,140000,12395600,42.8695,74.5758,Бишкек,7,8,1,1,1,1,1,1,1,1,1,0,1,0,0,0,кирпичный,2014,1272.7272727272727
агент,1,"Бишкек, Ак-Орго ж/м, Кырк Кыз 35/Гагарина",элитка,45.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,полностью меблирована,ламинат,3.0,1,совмещенный,бронированная,паркинг,58000,5135320,42.8512,74.5283,Бишкек,8,10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,монолитный,2021,1288.888888888889
агент,1,"Бишкек, Московская - Белинка, Боконбаева/Турусбекова",104 серия,32.0,1,евроремонт,0,0,обмен не предлагать,проводной,1,1,пустая,ламинат,2.7,1,совмещенный,металлическая,паркинг,50500,4471270,42.8679,74.584,Бишкек,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,панельный,2022,1578.125
агент,4,"Бишкек, Джальская больница, Ахунбаева 190/2",элитка,120.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,185000,16379900,42.8425,74.5725,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1541.6666666666667
агент,3,"Бишкек, Улан-2 м-н, 7 апреля, 2",106 серия,100.8,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,95000,8411300,42.8457,74.6319,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2014,942.4603174603175
агент,2,"Бишкек, Баха, мкрн. Джал-15, Коперника 26/2",элитка,64.0,1,под самоотделку (псо),0,0,рассмотрю варианты,adsl,1,1,пустая,пробковое,3.0,1,нет,бронированная,паркинг,67000,5932180,42.8458,74.5625,Бишкек,7,9,1,1,1,0,1,0,1,1,0,0,0,0,0,0,кирпичный,2022,1046.875
агент,3,"Бишкек, 7 м-н",104 серия,58.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,76500,6773310,42.8282,74.6159,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1989,1318.9655172413793
агент,3,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,70.26,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,69000,6109260,42.8161,74.6228,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,982.0666097352689
агент,2,"Бишкек, Магистраль, пр. Ч. Айтматова",элитка,65.0,1,евроремонт,0,0,рассмотрю варианты,adsl,1,1,пустая,ламинат,3.3,1,совмещенный,бронированная,паркинг,110000,9739400,42.8233,74.5851,Бишкек,4,14,1,1,1,0,1,0,0,1,0,0,0,0,0,0,панельный,2022,1692.3076923076924
агент,3,"с. Кок-Джар, Сейтек, 3",106 серия,103.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,114000,10093560,42.8158,74.6477,Бишкек,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2017,1106.7961165048544
агент,1,"Бишкек, Асанбай м-н, токомбаева",индивид. планировка,49.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,52000,4604080,42.8202,74.6225,Бишкек,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1061.2244897959183
агент,2,"Бишкек, 6 м-н",104 серия,43.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,62000,5489480,42.8228,74.6239,Бишкек,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,панельный,2022,1441.860465116279
агент,3,"Бишкек, Московская - Белинка, Турусбекова 9/Боконбаева",элитка,134.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,частично меблирована,ламинат,3.2,0,раздельный,бронированная,паркинг,235000,20806900,42.8683,74.5851,Бишкек,12,15,1,1,1,1,1,0,1,1,1,0,1,0,0,0,монолитный,2019,1753.7313432835822
агент,1,"Бишкек, Ак-Босого ж/м",индивид. планировка,40.0,1,евроремонт,0,0,обмен не предлагать,проводной,0,0,пустая,ламинат,2.9796183723797784,1,нет,бронированная,нет,52500,4648350,42.9239,74.5866,Бишкек,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,2022,1312.5
агент,1,"Бишкек, Асанбай м-н, Токомбаева",индивид. планировка,49.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,51500,4559810,42.8159,74.6282,Бишкек,16,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2022,1051.0204081632653
агент,3,"Бишкек, Магистраль, просп. Токомбаева/Жукеева-Пудовкина",элитка,68.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,58000,5135320,42.8212,74.6122,Бишкек,12,12,1,1,0,0,1,0,0,0,1,0,1,0,1,0,монолитный,2022,852.9411764705883
агент,1,"Бишкек, 6 м-н",104 серия,33.0,1,среднее,0,0,обмен не предлагать,проводной,1,1,частично меблирована,линолеум,2.8,0,совмещенный,металлическая,паркинг,49800,4409292,42.8245,74.6293,Бишкек,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,панельный,2022,1509.090909090909
агент,2,"Бишкек, VEFA",106 серия,55.0,1,евроремонт,0,0,обмен не предлагать,проводной,0,1,пустая,ламинат,2.9796183723797784,1,нет,бронированная,нет,80000,7083200,42.8569,74.6116,Бишкек,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1454.5454545454545
агент,1,"с. Кок-Джар, с. Кок-Жар, ул.Конур Осмона",элитка,47.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,47000,4161380,42.8137,74.6485,Бишкек,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1000.0
агент,3,"Бишкек, Магистраль, Сухэ-Батора 8/Токомбаева",элитка,126.0,1,евроремонт,0,0,рассмотрю варианты,adsl,1,1,пустая,ламинат,3.0,1,раздельный,бронированная,паркинг,168000,14874720,42.819,74.6145,Бишкек,10,14,1,1,1,1,1,1,1,1,1,0,1,0,0,0,монолитный,2019,1333.3333333333333
агент,2,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,46.5,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,65000,5755100,42.8161,74.6228,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1397.8494623655913
агент,2,"Бишкек, Юбилейка",индивид. планировка,59.0,1,среднее,0,0,обмен не предлагать,проводной,0,1,частично меблирована,ламинат,2.9796183723797784,1,совмещенный,бронированная,нет,80000,7083200,42.8626,74.6085,Бишкек,4,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,2022,1355.9322033898304
агент,5,"Бишкек, Старый аэропорт, Ажыбек Баатыра 183/Джунусалиева",элитка,175.0,1,евроремонт,0,0,рассмотрю варианты,adsl,1,0,полностью меблирована,ламинат,3.1,1,2 с/у и более,бронированная,паркинг,300000,26562000,42.8396,74.5815,Бишкек,4,10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,монолитный,2020,1714.2857142857142
агент,3,"Бишкек, VEFA",104 серия,58.0,1,евроремонт,0,0,обмен не предлагать,проводной,0,0,пустая,ламинат,2.9796183723797784,1,совмещенный,бронированная,нет,83000,7348820,42.857,74.6106,Бишкек,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,2022,1431.0344827586207
агент,2,"Бишкек, Магистраль, Токомбаева/Куттубаева",элитка,59.0,1,не достроено,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,61000,5400940,42.8174,74.6159,Бишкек,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1033.8983050847457
агент,3,"Бишкек, Советская - Скрябина, Медерова/Элебаева",элитка,145.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,275000,24348500,42.8526,74.6137,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020,1896.551724137931
агент,2,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,59.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,77000,6817580,42.8451,74.5654,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1305.084745762712
агент,3,"Бишкек, 1000 мелочей",104 серия,58.0,0,евроремонт,0,0,обмен не предлагать,проводной,0,0,пустая,ламинат,2.9796183723797784,1,нет,бронированная,нет,75000,6640500,42.8761,74.6202,Бишкек,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,панельный,2022,1293.103448275862
агент,3,"Бишкек, Ипподром, Садырбаева/Гагарина",элитка,90.0,1,под самоотделку (псо),0,0,обмен не предлагать,adsl,1,1,пустая,ламинат,3.0,0,нет,бронированная,рядом охраняемая стоянка,78000,6906120,42.8531,74.5582,Бишкек,4,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,монолитный,2020,866.6666666666666
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,61.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,83500,7393090,42.8195,74.6155,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1368.8524590163934
агент,3,"Бишкек, Ошский рынок, Чимкентская/Рыскулова",элитка,102.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,84000,7437360,42.8795,74.5653,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,823.5294117647059
агент,2,"Бишкек, Тунгуч м-н, микрорайон Тунгуч, 40",индивид. планировка,70.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.5,0,нет,бронированная,нет,77500,6861850,42.854,74.6885,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2020,1107.142857142857
агент,3,"Бишкек, 5 м-н, Юнусалиева/Шопена",104 серия,58.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,82000,7260280,42.8296,74.6243,Бишкек,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1413.7931034482758
агент,3,"Бишкек, Золотой квадрат, Логвиненко/Боконбаева",элитка,128.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,160000,14166400,42.8673,74.5988,Бишкек,2,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,монолитный,2016,1250.0
агент,2,"Бишкек, 12 м-н, 12-й микрорайон, 57",индивид. планировка,64.0,0,Unknown,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.05,0,нет,бронированная,нет,82000,7260280,42.8127,74.6367,Бишкек,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1281.25
агент,1,"Бишкек, Кок-Жар ж/м, Шабдан баатыра 125/1",элитка,35.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,38000,3364520,42.843,74.637,Бишкек,8,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2024,1085.7142857142858
агент,2,"Бишкек, ЖД вокзал, Панфилова/Чуйкова",элитка,67.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,89000,7880060,42.865,74.5998,Бишкек,6,12,1,1,1,0,1,0,0,0,0,0,1,0,1,0,монолитный,2018,1328.358208955224
агент,2,"Бишкек, 11 м-н, 11-й микрорайон, 5",104 серия,43.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.5,0,нет,бронированная,нет,63000,5578020,42.8181,74.6288,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1975,1465.1162790697674
агент,2,"Бишкек, АУЦА, напротив мкрн. Асанбай",элитка,66.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.5,0,нет,бронированная,нет,87500,7747250,42.8113,74.6294,Бишкек,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1325.7575757575758
агент,3,"Бишкек, КНУ",индивид. планировка,99.0,0,среднее,0,0,обмен не предлагать,проводной,0,0,пустая,плитка,2.9796183723797784,1,нет,бронированная,нет,143000,12661220,42.8819,74.5849,Бишкек,4,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,2022,1444.4444444444443
агент,3,"Бишкек, Учкун м-н, Учкун микрорайон, 24",индивид. планировка,126.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,97000,8588380,42.8703,74.6966,Бишкек,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2010,769.8412698412699
агент,4,"Бишкек, 12 м-н",106 серия,82.0,1,евроремонт,0,0,обмен не предлагать,нет,1,1,частично меблирована,линолеум,2.9796183723797784,0,раздельный,металлическая,паркинг,98000,8676920,42.8131,74.6343,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,2022,1195.121951219512
агент,3,"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",элитка,105.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,155000,13723700,42.8277,74.586,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1476.1904761904761
агент,3,"Бишкек, Джальская больница, Бакаева/Ахунбаева",элитка,96.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,133000,11775820,42.8419,74.575,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2016,1385.4166666666667
агент,3,"Бишкек, Махатма Ганди - БЧК",105 серия,62.0,1,хорошее,0,0,обмен не предлагать,проводной,0,0,пустая,ламинат,2.9796183723797784,1,нет,бронированная,нет,74000,6551960,42.8938,74.5753,Бишкек,9,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,2022,1193.5483870967741
агент,1,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 67/1",элитка,50.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,62000,5489480,42.8434,74.5642,Бишкек,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1240.0
агент,2,"Бишкек, Кок-Жар ж/м, Фучика/Рыскулова",элитка,69.0,1,евроремонт,1,0,обмен не предлагать,adsl,1,1,пустая,ламинат,3.0,1,раздельный,бронированная,паркинг,56500,5002510,42.85,74.6347,Бишкек,5,12,1,1,1,0,0,0,0,0,1,0,0,0,0,0,монолитный,2021,818.8405797101449
агент,1,"Бишкек, Джальская больница,  ул. Айни 95",элитка,42.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,56000,4958240,42.8489,74.5704,Бишкек,11,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023,1333.3333333333333
агент,3,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,112.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,182000,16114280,42.8194,74.5857,Бишкек,6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2021,1625.0
агент,1,"Бишкек, Асанбай м-н, Асанбай мкр., 19",106 серия,35.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,58500,5179590,42.82,74.6221,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1989,1671.4285714285713
агент,3,"Лебединовка, проспект Ленина 4",105 серия,63.0,1,хорошее,0,1,обмен не предлагать,нет,1,1,частично меблирована,паркет,2.8,0,раздельный,бронированная,нет,68000,6020720,42.879,74.6964,Бишкек,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,2022,1079.3650793650793
агент,3,"Бишкек, Московская - Уметалиева, Токтогула/турусбекова",индивид. планировка,72.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,86500,7658710,42.8732,74.5845,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1201.388888888889
агент,2,"Бишкек, 6 м-н",104 серия,43.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,63000,5578020,42.826,74.6251,Бишкек,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1989,1465.1162790697674
агент,2,"Бишкек, Старый аэропорт",104 серия,37.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,62000,5489480,42.8395,74.5793,Бишкек,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,2022,1675.6756756756756
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева",элитка,49.6,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,67000,5932180,42.8432,74.5659,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1350.8064516129032
агент,1,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 67/1",элитка,50.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,62000,5489480,42.8434,74.5642,Бишкек,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1240.0
агент,2,"Бишкек, Нижний Токольдош, Кийизбаева 33",элитка,56.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.1,0,нет,бронированная,нет,75000,6640500,42.8705,74.6294,Бишкек,9,12,1,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2022,1339.2857142857142
агент,2,"Бишкек, Центральная мечеть, боконбаева/правда",104 серия,44.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,71000,6286340,42.8675,74.6176,Бишкек,3,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,панельный,2022,1613.6363636363637
агент,2,"Бишкек, Средний Джал м-н, Тыналиева 1/3",элитка,64.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,71500,6330610,42.838,74.5683,Бишкек,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1117.1875
агент,2,"Бишкек, Средний Джал м-н, Бакаева/Тыналиева",элитка,75.5,1,евроремонт,0,0,обмен не предлагать,нет,0,1,полностью меблирована,ламинат,3.0,1,нет,металлическая,нет,94000,8322760,42.8387,74.5649,Бишкек,2,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,2022,1245.0331125827815
агент,3,"Бишкек, Военторг, Сагынбая манасчы, 141",индивид. планировка,107.0,0,Unknown,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,220000,19478800,42.8715,74.5931,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2021,2056.07476635514
агент,1,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,36.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,48500,4294190,42.8161,74.6228,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1347.2222222222222
агент,3,"Бишкек, Молодая Гвардия, Боконбаева",104 серия,58.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,63000,5578020,42.8711,74.5744,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,панельный,2022,1086.2068965517242
агент,1,"Бишкек, Магистраль, Токомбаева, 21",индивид. планировка,38.0,0,Unknown,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,72000,6374880,42.8187,74.6179,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2021,1894.7368421052631
агент,1,"Бишкек, КНУ, Тимирязева/Жумабека",элитка,41.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,63000,5578020,42.884,74.581,Бишкек,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1536.5853658536585
агент,2,"Бишкек, 6 м-н, сухэ-батора",104 серия,43.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,63000,5578020,42.8276,74.6272,Бишкек,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1465.1162790697674
агент,1,"Бишкек, Магистраль, Токомбаева, 21а",индивид. планировка,52.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,74500,6596230,42.8179,74.6216,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2021,1432.6923076923076
агент,2,"Бишкек, Восток-5 м-н",106 серия,54.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,87500,7747250,42.8742,74.629,Бишкек,6,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2022,1620.3703703703704
агент,2,"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",элитка,80.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,125000,11067500,42.8822,74.6003,Бишкек,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017,1562.5
агент,1,"Бишкек, Магистраль, Токомбаева, 15",индивид. планировка,38.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,58000,5135320,42.8114,74.6221,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1526.3157894736842
агент,3,"Бишкек, Академия Наук, Ибраимова",индивид. планировка,70.0,1,хорошее,0,0,обмен не предлагать,проводной,0,1,пустая,ламинат,2.9796183723797784,1,совмещенный,бронированная,нет,99000,8765460,42.8801,74.5837,Бишкек,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,кирпичный,2022,1414.2857142857142
агент,1,"Бишкек, 5 м-н",104 серия,32.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,56000,4958240,42.8303,74.624,Бишкек,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1750.0
агент,2,"Бишкек, БГУ, Фурманова, 21",индивид. планировка,70.0,0,Unknown,0,1,обмен не предлагать,нет,0,0,пустая,ламинат,2.5,0,нет,бронированная,нет,87000,7702980,42.8477,74.5854,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2014,1242.857142857143
агент,4,"Бишкек, Магистраль, Токомбаева 25/Сухэ-Батора",элитка,165.0,1,евроремонт,0,0,обмен не предлагать,adsl,1,1,частично меблирована,ламинат,3.8,1,2 с/у и более,бронированная,паркинг,380000,33645200,42.8226,74.6148,Бишкек,13,15,1,1,1,0,1,1,1,1,0,0,1,0,0,0,монолитный,2020,2303.030303030303
